z_dy;tu;z_kkr_label;cnt
2022;C13;02-HH;7
2022;C13;04-HB;2
2022;C13;05-NW;5
2022;C13;06-HE;2
2022;C13;08-BW;23
2022;C13;09-BY;54
2022;C13;10-SL;4
2022;C13;11-BE;19
2022;C13;12-BB;16
2022;C13;13-MV;22
2022;C13;14-SN;10
2022;C13;15-ST;10
2022;C13;16-TH;2
2022;C14;02-HH;9
2022;C14;04-HB;2
2022;C14;05-NW;1
2022;C14;08-BW;10
2022;C14;09-BY;15
2022;C14;11-BE;6
2022;C14;12-BB;5
2022;C14;13-MV;5
2022;C14;14-SN;1
2022;C14;16-TH;3
2022;C15;01-SH;75
2022;C15;02-HH;90
2022;C15;03-NI;4
2022;C15;04-HB;24
2022;C15;05-NW;84
2022;C15;06-HE;8
2022;C15;07-RP;6
2022;C15;08-BW;201
2022;C15;09-BY;324
2022;C15;10-SL;41
2022;C15;11-BE;167
2022;C15;12-BB;163
2022;C15;13-MV;80
2022;C15;14-SN;103
2022;C15;15-ST;42
2022;C15;16-TH;24
2022;C16;01-SH;100
2022;C16;02-HH;102
2022;C16;03-NI;3
2022;C16;04-HB;22
2022;C16;05-NW;110
2022;C16;06-HE;17
2022;C16;07-RP;23
2022;C16;08-BW;317
2022;C16;09-BY;593
2022;C16;10-SL;47
2022;C16;11-BE;204
2022;C16;12-BB;247
2022;C16;13-MV;129
2022;C16;14-SN;177
2022;C16;15-ST;45
2022;C16;16-TH;55
2022;C17;01-SH;5
2022;C17;02-HH;20
2022;C17;04-HB;4
2022;C17;05-NW;8
2022;C17;06-HE;4
2022;C17;08-BW;27
2022;C17;09-BY;58
2022;C17;10-SL;7
2022;C17;11-BE;25
2022;C17;12-BB;20
2022;C17;13-MV;12
2022;C17;14-SN;14
2022;C17;15-ST;4
2022;C17;16-TH;5
2022;C18;01-SH;158
2022;C18;02-HH;200
2022;C18;03-NI;2
2022;C18;04-HB;30
2022;C18;05-NW;163
2022;C18;06-HE;30
2022;C18;07-RP;32
2022;C18;08-BW;470
2022;C18;09-BY;1037
2022;C18;10-SL;95
2022;C18;11-BE;402
2022;C18;12-BB;307
2022;C18;13-MV;169
2022;C18;14-SN;310
2022;C18;15-ST;100
2022;C18;16-TH;71
2022;C19;01-SH;5
2022;C19;02-HH;3
2022;C19;04-HB;2
2022;C19;05-NW;4
2022;C19;08-BW;23
2022;C19;09-BY;18
2022;C19;10-SL;2
2022;C19;11-BE;33
2022;C19;12-BB;17
2022;C19;13-MV;6
2022;C19;14-SN;11
2022;C19;15-ST;4
2022;C19;16-TH;3
2022;C20;01-SH;66
2022;C20;02-HH;53
2022;C20;04-HB;19
2022;C20;05-NW;74
2022;C20;06-HE;13
2022;C20;07-RP;8
2022;C20;08-BW;163
2022;C20;09-BY;407
2022;C20;10-SL;33
2022;C20;11-BE;139
2022;C20;12-BB;134
2022;C20;13-MV;69
2022;C20;14-SN;137
2022;C20;15-ST;35
2022;C20;16-TH;24
2022;C21;01-SH;7
2022;C21;02-HH;10
2022;C21;04-HB;1
2022;C21;05-NW;3
2022;C21;06-HE;2
2022;C21;07-RP;4
2022;C21;08-BW;21
2022;C21;09-BY;30
2022;C21;10-SL;3
2022;C21;11-BE;18
2022;C21;12-BB;20
2022;C21;13-MV;7
2022;C21;14-SN;13
2022;C21;15-ST;5
2022;C21;16-TH;7
2022;C22;01-SH;105
2022;C22;02-HH;128
2022;C22;03-NI;3
2022;C22;04-HB;35
2022;C22;05-NW;97
2022;C22;06-HE;13
2022;C22;07-RP;13
2022;C22;08-BW;373
2022;C22;09-BY;644
2022;C22;10-SL;85
2022;C22;11-BE;333
2022;C22;12-BB;241
2022;C22;13-MV;171
2022;C22;14-SN;200
2022;C22;15-ST;82
2022;C22;16-TH;49
2022;C23;01-SH;15
2022;C23;02-HH;17
2022;C23;04-HB;2
2022;C23;05-NW;13
2022;C23;06-HE;5
2022;C23;07-RP;1
2022;C23;08-BW;37
2022;C23;09-BY;70
2022;C23;10-SL;9
2022;C23;11-BE;24
2022;C23;12-BB;33
2022;C23;13-MV;16
2022;C23;14-SN;40
2022;C23;15-ST;9
2022;C23;16-TH;8
2022;C24;01-SH;41
2022;C24;02-HH;37
2022;C24;04-HB;13
2022;C24;05-NW;24
2022;C24;06-HE;4
2022;C24;07-RP;4
2022;C24;08-BW;88
2022;C24;09-BY;165
2022;C24;10-SL;13
2022;C24;11-BE;59
2022;C24;12-BB;79
2022;C24;13-MV;32
2022;C24;14-SN;51
2022;C24;15-ST;19
2022;C24;16-TH;10
2022;C25;01-SH;342
2022;C25;02-HH;292
2022;C25;03-NI;4
2022;C25;04-HB;85
2022;C25;05-NW;236
2022;C25;06-HE;59
2022;C25;07-RP;79
2022;C25;08-BW;808
2022;C25;09-BY;1397
2022;C25;10-SL;153
2022;C25;11-BE;619
2022;C25;12-BB;521
2022;C25;13-MV;293
2022;C25;14-SN;369
2022;C25;15-ST;134
2022;C25;16-TH;90
2022;C26;01-SH;8
2022;C26;02-HH;13
2022;C26;04-HB;2
2022;C26;05-NW;2
2022;C26;07-RP;3
2022;C26;08-BW;23
2022;C26;09-BY;71
2022;C26;10-SL;5
2022;C26;11-BE;6
2022;C26;12-BB;7
2022;C26;13-MV;2
2022;C26;14-SN;1
2022;C26;15-ST;1
2022;C26;16-TH;1
2022;C30;06-HE;1
2022;C30;09-BY;4
2022;C30;10-SL;2
2022;C30;11-BE;4
2022;C30;13-MV;1
2022;C30;14-SN;3
2022;C31;01-SH;1
2022;C31;02-HH;3
2022;C31;05-NW;3
2022;C31;06-HE;2
2022;C31;08-BW;3
2022;C31;09-BY;12
2022;C31;10-SL;2
2022;C31;11-BE;3
2022;C31;12-BB;5
2022;C31;13-MV;3
2022;C31;15-ST;1
2022;C32;01-SH;12
2022;C32;02-HH;12
2022;C32;04-HB;1
2022;C32;05-NW;9
2022;C32;06-HE;1
2022;C32;07-RP;2
2022;C32;08-BW;23
2022;C32;09-BY;68
2022;C32;10-SL;6
2022;C32;11-BE;40
2022;C32;12-BB;27
2022;C32;13-MV;23
2022;C32;14-SN;13
2022;C32;15-ST;8
2022;C32;16-TH;1
2022;C33;11-BE;1
2022;C33;12-BB;2
2022;C33;14-SN;1
2022;C34;01-SH;871
2022;C34;02-HH;720
2022;C34;03-NI;7
2022;C34;04-HB;201
2022;C34;05-NW;744
2022;C34;06-HE;228
2022;C34;07-RP;183
2022;C34;08-BW;1558
2022;C34;09-BY;2550
2022;C34;10-SL;416
2022;C34;11-BE;1577
2022;C34;12-BB;1132
2022;C34;13-MV;623
2022;C34;14-SN;627
2022;C34;15-ST;293
2022;C34;16-TH;275
2022;C37;05-NW;1
2022;C37;08-BW;2
2022;C37;09-BY;4
2022;C37;11-BE;2
2022;C37;12-BB;2
2022;C37;13-MV;4
2022;C37;14-SN;3
2022;C37;15-ST;1
2022;C38;01-SH;2
2022;C38;04-HB;1
2022;C38;05-NW;5
2022;C38;06-HE;2
2022;C38;07-RP;7
2022;C38;08-BW;8
2022;C38;09-BY;24
2022;C38;10-SL;1
2022;C38;11-BE;17
2022;C38;12-BB;5
2022;C38;13-MV;2
2022;C38;14-SN;10
2022;C38;15-ST;3
2022;C39;02-HH;1
2022;C39;09-BY;2
2022;C39;11-BE;1
2022;C39;12-BB;2
2022;C39;13-MV;1
2022;C40;01-SH;4
2022;C40;02-HH;1
2022;C40;05-NW;1
2022;C40;08-BW;6
2022;C40;09-BY;4
2022;C40;11-BE;7
2022;C40;12-BB;3
2022;C40;14-SN;1
2022;C40;16-TH;1
2022;C41;01-SH;2
2022;C41;02-HH;3
2022;C41;04-HB;1
2022;C41;05-NW;4
2022;C41;06-HE;1
2022;C41;08-BW;11
2022;C41;09-BY;18
2022;C41;10-SL;1
2022;C41;11-BE;12
2022;C41;12-BB;5
2022;C41;13-MV;4
2022;C41;14-SN;2
2022;C41;16-TH;3
2022;C43;01-SH;17
2022;C43;02-HH;28
2022;C43;04-HB;7
2022;C43;05-NW;13
2022;C43;06-HE;6
2022;C43;07-RP;1
2022;C43;08-BW;65
2022;C43;09-BY;171
2022;C43;10-SL;11
2022;C43;11-BE;47
2022;C43;12-BB;31
2022;C43;13-MV;33
2022;C43;14-SN;34
2022;C43;15-ST;10
2022;C43;16-TH;3
2022;C44;01-SH;8
2022;C44;02-HH;11
2022;C44;05-NW;6
2022;C44;07-RP;6
2022;C44;08-BW;19
2022;C44;09-BY;85
2022;C44;10-SL;3
2022;C44;11-BE;17
2022;C44;12-BB;14
2022;C44;13-MV;23
2022;C44;14-SN;29
2022;C44;15-ST;26
2022;C44;16-TH;24
2022;C45;01-SH;27
2022;C45;02-HH;18
2022;C45;04-HB;6
2022;C45;05-NW;9
2022;C45;06-HE;9
2022;C45;07-RP;2
2022;C45;08-BW;44
2022;C45;09-BY;70
2022;C45;10-SL;11
2022;C45;11-BE;22
2022;C45;12-BB;4
2022;C45;13-MV;8
2022;C45;14-SN;7
2022;C45;15-ST;8
2022;C45;16-TH;3
2022;C46;09-BY;2
2022;C46;11-BE;2
2022;C46;12-BB;2
2022;C47;02-HH;1
2022;C47;05-NW;1
2022;C47;08-BW;2
2022;C47;09-BY;6
2022;C47;11-BE;4
2022;C47;12-BB;1
2022;C47;13-MV;1
2022;C47;14-SN;1
2022;C48;01-SH;4
2022;C48;02-HH;1
2022;C48;05-NW;4
2022;C48;07-RP;4
2022;C48;08-BW;13
2022;C48;09-BY;44
2022;C48;10-SL;4
2022;C48;11-BE;50
2022;C48;12-BB;25
2022;C48;13-MV;20
2022;C48;14-SN;23
2022;C48;15-ST;7
2022;C48;16-TH;9
2022;C49;01-SH;25
2022;C49;02-HH;13
2022;C49;04-HB;2
2022;C49;05-NW;16
2022;C49;07-RP;5
2022;C49;08-BW;46
2022;C49;09-BY;68
2022;C49;10-SL;5
2022;C49;11-BE;34
2022;C49;12-BB;29
2022;C49;13-MV;11
2022;C49;14-SN;23
2022;C49;15-ST;2
2022;C49;16-TH;7
2022;C50;01-SH;136
2022;C50;02-HH;136
2022;C50;03-NI;2
2022;C50;04-HB;26
2022;C50;05-NW;59
2022;C50;06-HE;29
2022;C50;07-RP;25
2022;C50;08-BW;291
2022;C50;09-BY;977
2022;C50;10-SL;75
2022;C50;11-BE;416
2022;C50;12-BB;166
2022;C50;13-MV;96
2022;C50;14-SN;134
2022;C50;15-ST;89
2022;C50;16-TH;52
2022;C51;01-SH;13
2022;C51;02-HH;15
2022;C51;04-HB;4
2022;C51;05-NW;11
2022;C51;06-HE;5
2022;C51;07-RP;3
2022;C51;08-BW;30
2022;C51;09-BY;39
2022;C51;10-SL;8
2022;C51;11-BE;16
2022;C51;12-BB;6
2022;C51;13-MV;16
2022;C51;14-SN;13
2022;C51;15-ST;3
2022;C51;16-TH;1
2022;C52;02-HH;2
2022;C52;04-HB;1
2022;C52;05-NW;3
2022;C52;07-RP;2
2022;C52;08-BW;7
2022;C52;09-BY;6
2022;C52;11-BE;5
2022;C52;12-BB;5
2022;C52;14-SN;2
2022;C53;01-SH;12
2022;C53;02-HH;16
2022;C53;04-HB;3
2022;C53;05-NW;16
2022;C53;07-RP;6
2022;C53;08-BW;29
2022;C53;09-BY;93
2022;C53;10-SL;5
2022;C53;11-BE;41
2022;C53;12-BB;20
2022;C53;13-MV;26
2022;C53;14-SN;23
2022;C53;15-ST;8
2022;C53;16-TH;10
2022;C54;01-SH;21
2022;C54;02-HH;21
2022;C54;04-HB;4
2022;C54;05-NW;20
2022;C54;06-HE;10
2022;C54;07-RP;10
2022;C54;08-BW;50
2022;C54;09-BY;113
2022;C54;10-SL;12
2022;C54;11-BE;79
2022;C54;12-BB;27
2022;C54;13-MV;20
2022;C54;14-SN;40
2022;C54;15-ST;11
2022;C54;16-TH;12
2022;C55;01-SH;9
2022;C55;02-HH;5
2022;C55;04-HB;1
2022;C55;05-NW;6
2022;C55;07-RP;1
2022;C55;08-BW;36
2022;C55;09-BY;51
2022;C55;10-SL;9
2022;C55;11-BE;20
2022;C55;12-BB;9
2022;C55;13-MV;9
2022;C55;14-SN;3
2022;C55;15-ST;4
2022;C55;16-TH;2
2022;C56;01-SH;52
2022;C56;02-HH;63
2022;C56;03-NI;1
2022;C56;04-HB;19
2022;C56;05-NW;39
2022;C56;06-HE;24
2022;C56;07-RP;11
2022;C56;08-BW;126
2022;C56;09-BY;288
2022;C56;10-SL;21
2022;C56;11-BE;130
2022;C56;12-BB;61
2022;C56;13-MV;48
2022;C56;14-SN;51
2022;C56;15-ST;22
2022;C56;16-TH;12
2022;C57;01-SH;6
2022;C57;02-HH;10
2022;C57;04-HB;1
2022;C57;05-NW;2
2022;C57;06-HE;3
2022;C57;08-BW;4
2022;C57;09-BY;21
2022;C57;11-BE;3
2022;C57;12-BB;4
2022;C57;13-MV;1
2022;C57;14-SN;6
2022;C57;15-ST;3
2022;C57;16-TH;1
2022;C58;08-BW;1
2022;C58;12-BB;2
2022;C60;01-SH;3
2022;C60;02-HH;6
2022;C60;04-HB;2
2022;C60;05-NW;1
2022;C60;06-HE;4
2022;C60;08-BW;3
2022;C60;09-BY;12
2022;C60;11-BE;8
2022;C60;12-BB;10
2022;C60;13-MV;3
2022;C60;14-SN;3
2022;C60;15-ST;2
2022;C61;01-SH;110
2022;C61;02-HH;125
2022;C61;03-NI;1
2022;C61;04-HB;28
2022;C61;05-NW;38
2022;C61;06-HE;16
2022;C61;07-RP;14
2022;C61;08-BW;194
2022;C61;09-BY;719
2022;C61;10-SL;48
2022;C61;11-BE;367
2022;C61;12-BB;193
2022;C61;13-MV;94
2022;C61;14-SN;160
2022;C61;15-ST;81
2022;C61;16-TH;38
2022;C62;01-SH;5
2022;C62;02-HH;4
2022;C62;04-HB;2
2022;C62;08-BW;6
2022;C62;09-BY;11
2022;C62;11-BE;6
2022;C62;12-BB;4
2022;C62;13-MV;2
2022;C62;14-SN;4
2022;C62;15-ST;3
2022;C63;12-BB;2
2022;C63;14-SN;1
2022;C63;15-ST;3
2022;C64;01-SH;46
2022;C64;02-HH;50
2022;C64;04-HB;10
2022;C64;05-NW;26
2022;C64;06-HE;4
2022;C64;07-RP;10
2022;C64;08-BW;120
2022;C64;09-BY;300
2022;C64;10-SL;25
2022;C64;11-BE;143
2022;C64;12-BB;118
2022;C64;13-MV;50
2022;C64;14-SN;81
2022;C64;15-ST;31
2022;C64;16-TH;24
2022;C65;01-SH;4
2022;C65;02-HH;10
2022;C65;05-NW;9
2022;C65;06-HE;3
2022;C65;07-RP;1
2022;C65;08-BW;4
2022;C65;09-BY;33
2022;C65;11-BE;14
2022;C65;12-BB;13
2022;C65;13-MV;5
2022;C65;14-SN;8
2022;C65;15-ST;2
2022;C65;16-TH;7
2022;C66;02-HH;3
2022;C66;05-NW;3
2022;C66;06-HE;4
2022;C66;07-RP;1
2022;C66;08-BW;3
2022;C66;09-BY;9
2022;C66;12-BB;12
2022;C66;14-SN;5
2022;C66;15-ST;2
2022;C66;16-TH;1
2022;C67;01-SH;99
2022;C67;02-HH;146
2022;C67;04-HB;19
2022;C67;05-NW;97
2022;C67;06-HE;10
2022;C67;07-RP;12
2022;C67;08-BW;187
2022;C67;09-BY;447
2022;C67;10-SL;39
2022;C67;11-BE;218
2022;C67;12-BB;180
2022;C67;13-MV;116
2022;C67;14-SN;121
2022;C67;15-ST;50
2022;C67;16-TH;34
2022;C68;01-SH;19
2022;C68;02-HH;17
2022;C68;04-HB;13
2022;C68;05-NW;12
2022;C68;06-HE;4
2022;C68;07-RP;9
2022;C68;08-BW;137
2022;C68;09-BY;214
2022;C68;10-SL;43
2022;C68;11-BE;102
2022;C68;12-BB;65
2022;C68;13-MV;43
2022;C68;14-SN;19
2022;C68;15-ST;9
2022;C68;16-TH;2
2022;C69;01-SH;5
2022;C69;04-HB;1
2022;C69;05-NW;2
2022;C69;08-BW;6
2022;C69;09-BY;12
2022;C69;10-SL;1
2022;C69;11-BE;5
2022;C69;12-BB;2
2022;C69;16-TH;1
2022;C70;05-NW;2
2022;C70;09-BY;10
2022;C70;11-BE;3
2022;C70;12-BB;2
2022;C70;13-MV;1
2022;C71;01-SH;82
2022;C71;02-HH;52
2022;C71;04-HB;17
2022;C71;05-NW;68
2022;C71;06-HE;13
2022;C71;07-RP;6
2022;C71;08-BW;233
2022;C71;09-BY;331
2022;C71;10-SL;35
2022;C71;11-BE;170
2022;C71;12-BB;148
2022;C71;13-MV;85
2022;C71;14-SN;80
2022;C71;15-ST;44
2022;C71;16-TH;22
2022;C72;04-HB;1
2022;C72;08-BW;2
2022;C72;09-BY;2
2022;C72;11-BE;4
2022;C72;12-BB;8
2022;C72;13-MV;2
2022;C72;14-SN;1
2022;C73;01-SH;5
2022;C73;02-HH;15
2022;C73;03-NI;1
2022;C73;04-HB;1
2022;C73;05-NW;4
2022;C73;06-HE;3
2022;C73;08-BW;32
2022;C73;09-BY;61
2022;C73;10-SL;6
2022;C73;11-BE;16
2022;C73;12-BB;17
2022;C73;13-MV;9
2022;C73;14-SN;13
2022;C73;15-ST;6
2022;C73;16-TH;3
2022;C74;05-NW;3
2022;C74;07-RP;1
2022;C74;08-BW;3
2022;C74;09-BY;11
2022;C74;10-SL;3
2022;C74;11-BE;4
2022;C74;12-BB;3
2022;C74;13-MV;1
2022;C74;14-SN;3
2022;C74;16-TH;2
2022;C75;02-HH;1
2022;C75;05-NW;1
2022;C75;08-BW;1
2022;C75;09-BY;3
2022;C75;11-BE;2
2022;C75;12-BB;6
2022;C75;16-TH;1
2022;C76;01-SH;11
2022;C76;02-HH;4
2022;C76;03-NI;2
2022;C76;04-HB;1
2022;C76;05-NW;3
2022;C76;06-HE;1
2022;C76;07-RP;2
2022;C76;08-BW;18
2022;C76;09-BY;32
2022;C76;10-SL;9
2022;C76;11-BE;16
2022;C76;12-BB;11
2022;C76;13-MV;11
2022;C76;14-SN;8
2022;C76;15-ST;11
2022;C76;16-TH;3
2022;C77;05-NW;7
2022;C77;06-HE;29
2022;C77;07-RP;22
2022;C77;09-BY;86
2022;C77;11-BE;85
2022;C77;12-BB;89
2022;C77;13-MV;41
2022;C77;14-SN;53
2022;C77;15-ST;16
2022;C77;16-TH;17
2022;C78;05-NW;27
2022;C78;06-HE;272
2022;C78;07-RP;165
2022;C78;09-BY;1168
2022;C78;11-BE;861
2022;C78;12-BB;676
2022;C78;13-MV;332
2022;C78;14-SN;397
2022;C78;15-ST;184
2022;C78;16-TH;162
2022;C79;05-NW;15
2022;C79;06-HE;284
2022;C79;07-RP;237
2022;C79;09-BY;3108
2022;C79;11-BE;685
2022;C79;12-BB;393
2022;C79;13-MV;164
2022;C79;14-SN;193
2022;C79;15-ST;78
2022;C79;16-TH;68
2022;C80;01-SH;209
2022;C80;02-HH;131
2022;C80;04-HB;48
2022;C80;05-NW;74
2022;C80;06-HE;20
2022;C80;07-RP;69
2022;C80;08-BW;426
2022;C80;09-BY;897
2022;C80;10-SL;111
2022;C80;11-BE;293
2022;C80;12-BB;201
2022;C80;13-MV;118
2022;C80;14-SN;173
2022;C80;15-ST;84
2022;C80;16-TH;40
2022;C81;01-SH;3
2022;C81;02-HH;5
2022;C81;03-NI;2
2022;C81;04-HB;2
2022;C81;05-NW;7
2022;C81;07-RP;2
2022;C81;08-BW;9
2022;C81;09-BY;19
2022;C81;11-BE;15
2022;C81;12-BB;16
2022;C81;13-MV;4
2022;C81;14-SN;3
2022;C81;15-ST;2
2022;C81;16-TH;3
2022;C82;01-SH;6
2022;C82;02-HH;2
2022;C82;04-HB;3
2022;C82;05-NW;5
2022;C82;06-HE;2
2022;C82;08-BW;14
2022;C82;09-BY;19
2022;C82;10-SL;1
2022;C82;11-BE;18
2022;C82;12-BB;6
2022;C82;13-MV;6
2022;C82;14-SN;9
2022;C82;15-ST;1
2022;C82;16-TH;3
2022;C83;01-SH;47
2022;C83;02-HH;42
2022;C83;03-NI;3
2022;C83;04-HB;4
2022;C83;05-NW;63
2022;C83;06-HE;7
2022;C83;07-RP;2
2022;C83;08-BW;68
2022;C83;09-BY;176
2022;C83;10-SL;1
2022;C83;11-BE;83
2022;C83;12-BB;63
2022;C83;13-MV;49
2022;C83;14-SN;57
2022;C83;15-ST;15
2022;C83;16-TH;28
2022;C84;01-SH;7
2022;C84;02-HH;6
2022;C84;03-NI;2
2022;C84;04-HB;2
2022;C84;05-NW;4
2022;C84;07-RP;1
2022;C84;08-BW;21
2022;C84;09-BY;31
2022;C84;10-SL;2
2022;C84;11-BE;14
2022;C84;12-BB;8
2022;C84;13-MV;4
2022;C84;14-SN;6
2022;C84;15-ST;5
2022;C85;01-SH;32
2022;C85;02-HH;8
2022;C85;03-NI;4
2022;C85;04-HB;11
2022;C85;05-NW;10
2022;C85;06-HE;1
2022;C85;07-RP;8
2022;C85;08-BW;150
2022;C85;09-BY;221
2022;C85;10-SL;38
2022;C85;11-BE;76
2022;C85;12-BB;53
2022;C85;13-MV;18
2022;C85;14-SN;26
2022;C85;15-ST;25
2022;C85;16-TH;19
2022;C86;01-SH;2
2022;C86;02-HH;2
2022;C86;05-NW;2
2022;C86;08-BW;4
2022;C86;09-BY;10
2022;C86;11-BE;5
2022;C86;12-BB;3
2022;C86;13-MV;2
2022;C86;14-SN;2
2022;C88;01-SH;1
2022;C88;02-HH;3
2022;C88;05-NW;1
2022;C88;08-BW;4
2022;C88;09-BY;17
2022;C88;11-BE;6
2022;C88;12-BB;5
2022;C88;13-MV;3
2022;C88;14-SN;3
2022;C88;15-ST;3
2022;C88;16-TH;4
2022;C90;01-SH;56
2022;C90;02-HH;31
2022;C90;04-HB;17
2022;C90;05-NW;30
2022;C90;06-HE;8
2022;C90;07-RP;1
2022;C90;08-BW;86
2022;C90;09-BY;145
2022;C90;10-SL;11
2022;C90;11-BE;85
2022;C90;12-BB;60
2022;C90;13-MV;42
2022;C90;14-SN;45
2022;C90;15-ST;23
2022;C90;16-TH;10
2022;C91;01-SH;25
2022;C91;02-HH;21
2022;C91;03-NI;2
2022;C91;04-HB;4
2022;C91;05-NW;7
2022;C91;06-HE;4
2022;C91;07-RP;3
2022;C91;08-BW;43
2022;C91;09-BY;167
2022;C91;10-SL;7
2022;C91;11-BE;101
2022;C91;12-BB;54
2022;C91;13-MV;26
2022;C91;14-SN;14
2022;C91;15-ST;20
2022;C91;16-TH;7
2022;C92;01-SH;79
2022;C92;02-HH;39
2022;C92;03-NI;5
2022;C92;04-HB;21
2022;C92;05-NW;72
2022;C92;06-HE;17
2022;C92;07-RP;1
2022;C92;08-BW;220
2022;C92;09-BY;348
2022;C92;10-SL;30
2022;C92;11-BE;159
2022;C92;12-BB;110
2022;C92;13-MV;93
2022;C92;14-SN;92
2022;C92;15-ST;26
2022;C92;16-TH;31
2022;C93;01-SH;4
2022;C93;02-HH;13
2022;C93;04-HB;2
2022;C93;05-NW;9
2022;C93;08-BW;6
2022;C93;09-BY;29
2022;C93;11-BE;11
2022;C93;12-BB;3
2022;C93;13-MV;2
2022;C93;14-SN;7
2022;C93;15-ST;1
2022;C94;01-SH;8
2022;C94;02-HH;2
2022;C94;04-HB;1
2022;C94;05-NW;1
2022;C94;06-HE;1
2022;C94;09-BY;10
2022;C94;11-BE;16
2022;C94;12-BB;9
2022;C94;13-MV;1
2022;C94;14-SN;2
2022;C94;15-ST;4
2022;C95;01-SH;19
2022;C95;02-HH;4
2022;C95;03-NI;1
2022;C95;05-NW;2
2022;C95;07-RP;1
2022;C95;08-BW;58
2022;C95;09-BY;92
2022;C95;10-SL;14
2022;C95;11-BE;9
2022;C95;12-BB;7
2022;C95;13-MV;5
2022;C95;14-SN;6
2022;C95;15-ST;7
2022;C95;16-TH;1
2022;C96;05-NW;1
2022;C96;08-BW;7
2022;C96;09-BY;2
2022;C96;11-BE;7
2022;C96;12-BB;4
2022;C96;13-MV;2
2022;C96;14-SN;1
2022;C96;15-ST;2
2022;C97;09-BY;64
2022;C97;11-BE;4
2022;C97;12-BB;1
2022;C97;15-ST;1
2022;Co4;13-MV;1
2022;D00;01-SH;1
2022;D00;06-HE;1
2022;D00;11-BE;3
2022;D00;12-BB;5
2022;D00;13-MV;2
2022;D00;14-SN;1
2022;D00;15-ST;1
2022;D01;01-SH;1
2022;D01;07-RP;1
2022;D01;09-BY;2
2022;D01;11-BE;5
2022;D01;13-MV;1
2022;D01;14-SN;1
2022;D02;11-BE;1
2022;D02;13-MV;1
2022;D03;02-HH;2
2022;D03;11-BE;1
2022;D03;12-BB;1
2022;D04;11-BE;1
2022;D05;11-BE;4
2022;D05;13-MV;2
2022;D06;09-BY;2
2022;D07;05-NW;2
2022;D07;09-BY;1
2022;D07;11-BE;1
2022;D07;12-BB;3
2022;D07;14-SN;2
2022;D07;16-TH;2
2022;D09;01-SH;3
2022;D09;02-HH;4
2022;D09;09-BY;13
2022;D09;11-BE;2
2022;D09;12-BB;3
2022;D09;13-MV;3
2022;D09;14-SN;1
2022;D12;08-BW;1
2022;D12;13-MV;1
2022;D12;14-SN;2
2022;D13;09-BY;2
2022;D15;13-MV;2
2022;D16;09-BY;1
2022;D17;11-BE;1
2022;D18;09-BY;2
2022;D18;11-BE;3
2022;D29;13-MV;1
2022;D30;11-BE;1
2022;D32;01-SH;7
2022;D32;02-HH;1
2022;D32;04-HB;2
2022;D32;05-NW;3
2022;D32;08-BW;10
2022;D32;09-BY;47
2022;D32;10-SL;4
2022;D32;11-BE;10
2022;D32;12-BB;9
2022;D32;13-MV;6
2022;D32;14-SN;5
2022;D32;15-ST;10
2022;D33;01-SH;2
2022;D33;08-BW;1
2022;D33;09-BY;5
2022;D33;10-SL;1
2022;D33;11-BE;4
2022;D33;12-BB;2
2022;D33;14-SN;1
2022;D33;15-ST;1
2022;D35;01-SH;1
2022;D35;09-BY;8
2022;D35;11-BE;5
2022;D35;12-BB;1
2022;D35;14-SN;2
2022;D36;14-SN;1
2022;D36;15-ST;2
2022;D37;01-SH;6
2022;D37;04-HB;4
2022;D37;07-RP;2
2022;D37;08-BW;37
2022;D37;09-BY;16
2022;D37;10-SL;23
2022;D37;11-BE;7
2022;D37;12-BB;13
2022;D37;13-MV;5
2022;D37;14-SN;13
2022;D37;15-ST;18
2022;D37;16-TH;2
2022;D38;01-SH;1
2022;D38;04-HB;4
2022;D38;05-NW;1
2022;D38;07-RP;2
2022;D38;08-BW;14
2022;D38;09-BY;4
2022;D38;10-SL;12
2022;D38;11-BE;4
2022;D38;12-BB;2
2022;D38;13-MV;2
2022;D38;14-SN;1
2022;D38;15-ST;13
2022;D39;01-SH;3
2022;D39;07-RP;3
2022;D39;08-BW;3
2022;D39;09-BY;3
2022;D39;10-SL;5
2022;D39;12-BB;2
2022;D39;15-ST;3
2022;D40;10-SL;1
2022;D41;01-SH;5
2022;D41;04-HB;1
2022;D41;07-RP;2
2022;D41;08-BW;11
2022;D41;09-BY;44
2022;D41;10-SL;10
2022;D41;11-BE;2
2022;D41;12-BB;10
2022;D41;13-MV;3
2022;D41;14-SN;6
2022;D41;15-ST;10
2022;D42;09-BY;44
2022;D42;11-BE;4
2022;D42;12-BB;2
2022;D42;14-SN;1
2022;D42;15-ST;1
2022;D43;01-SH;12
2022;D43;02-HH;1
2022;D43;04-HB;5
2022;D43;07-RP;1
2022;D43;08-BW;21
2022;D43;09-BY;61
2022;D43;10-SL;7
2022;D43;11-BE;9
2022;D43;12-BB;3
2022;D43;13-MV;8
2022;D43;14-SN;5
2022;D43;15-ST;4
2022;D43;16-TH;2
2022;D44;01-SH;1
2022;D44;04-HB;1
2022;D44;09-BY;1
2022;D44;11-BE;2
2022;D44;15-ST;3
2022;D45;04-HB;1
2022;D45;08-BW;2
2022;D45;09-BY;16
2022;D45;10-SL;1
2022;D45;11-BE;8
2022;D45;12-BB;3
2022;D45;14-SN;4
2022;D45;15-ST;3
2022;D45;16-TH;1
